"","2002-01-01","2002-01-02","2002-01-03","2002-01-04","2002-01-05","2002-01-06","2002-01-07","2002-01-08","2002-01-09","2002-01-10","2002-01-11","2002-01-12","2002-01-13","2002-01-14","2002-01-15","2002-01-16","2002-01-17","2002-01-18","2002-01-19","2002-01-20","2002-01-21","2002-01-22","2002-01-23","2002-01-24","2002-01-25","2002-01-26","2002-01-27","2002-01-28","2002-01-29","2002-01-30","2002-01-31","2002-02-01","2002-02-02","2002-02-03","2002-02-04","2002-02-05","2002-02-06","2002-02-07","2002-02-08","2002-02-09","2002-02-10","2002-02-11","2002-02-12","2002-02-13","2002-02-14","2002-02-15","2002-02-16","2002-02-17","2002-02-18","2002-02-19","2002-02-20","2002-02-21","2002-02-22","2002-02-23","2002-02-24","2002-02-25","2002-02-26","2002-02-27","2002-02-28","2002-03-01","2002-03-02","2002-03-03","2002-03-04","2002-03-05","2002-03-06","2002-03-07","2002-03-08","2002-03-09","2002-03-10","2002-03-11","2002-03-12","2002-03-13","2002-03-14","2002-03-15","2002-03-16","2002-03-17","2002-03-18","2002-03-19","2002-03-20","2002-03-21","2002-03-22","2002-03-23","2002-03-24","2002-03-25","2002-03-26","2002-03-27","2002-03-28","2002-03-29","2002-03-30","2002-03-31","2002-04-01","2002-04-02","2002-04-03","2002-04-04","2002-04-05","2002-04-06","2002-04-07","2002-04-08","2002-04-09","2002-04-10","2002-04-11","2002-04-12","2002-04-13","2002-04-14","2002-04-15","2002-04-16","2002-04-17","2002-04-18","2002-04-19","2002-04-20","2002-04-21","2002-04-22","2002-04-23","2002-04-24","2002-04-25","2002-04-26","2002-04-27","2002-04-28","2002-04-29","2002-04-30","2002-05-01","2002-05-02","2002-05-03","2002-05-04","2002-05-05","2002-05-06","2002-05-07","2002-05-08","2002-05-09","2002-05-10","2002-05-11","2002-05-12","2002-05-13","2002-05-14","2002-05-15","2002-05-16","2002-05-17","2002-05-18","2002-05-19","2002-05-20","2002-05-21","2002-05-22","2002-05-23","2002-05-24","2002-05-25","2002-05-26","2002-05-27","2002-05-28","2002-05-29","2002-05-30","2002-05-31","2002-06-01","2002-06-02","2002-06-03","2002-06-04","2002-06-05","2002-06-06","2002-06-07","2002-06-08","2002-06-09","2002-06-10","2002-06-11","2002-06-12","2002-06-13","2002-06-14","2002-06-15","2002-06-16","2002-06-17","2002-06-18","2002-06-19","2002-06-20","2002-06-21","2002-06-22","2002-06-23","2002-06-24","2002-06-25","2002-06-26","2002-06-27","2002-06-28","2002-06-29","2002-06-30","2002-07-01","2002-07-02","2002-07-03","2002-07-04","2002-07-05","2002-07-06","2002-07-07","2002-07-08","2002-07-09","2002-07-10","2002-07-11","2002-07-12","2002-07-13","2002-07-14","2002-07-15","2002-07-16","2002-07-17","2002-07-18","2002-07-19","2002-07-20","2002-07-21","2002-07-22","2002-07-23","2002-07-24","2002-07-25","2002-07-26","2002-07-27","2002-07-28","2002-07-29","2002-07-30","2002-07-31","2002-08-01","2002-08-02","2002-08-03","2002-08-04","2002-08-05","2002-08-06","2002-08-07","2002-08-08","2002-08-09","2002-08-10","2002-08-11","2002-08-12","2002-08-13","2002-08-14","2002-08-15","2002-08-16","2002-08-17","2002-08-18","2002-08-19","2002-08-20","2002-08-21","2002-08-22","2002-08-23","2002-08-24","2002-08-25","2002-08-26","2002-08-27","2002-08-28","2002-08-29","2002-08-30","2002-08-31","2002-09-01","2002-09-02","2002-09-03","2002-09-04","2002-09-05","2002-09-06","2002-09-07","2002-09-08","2002-09-09","2002-09-10","2002-09-11","2002-09-12","2002-09-13","2002-09-14","2002-09-15","2002-09-16","2002-09-17","2002-09-18","2002-09-19","2002-09-20","2002-09-21","2002-09-22","2002-09-23","2002-09-24","2002-09-25","2002-09-26","2002-09-27","2002-09-28","2002-09-29","2002-09-30","2002-10-01","2002-10-02","2002-10-03","2002-10-04","2002-10-05","2002-10-06","2002-10-07","2002-10-08","2002-10-09","2002-10-10","2002-10-11","2002-10-12","2002-10-13","2002-10-14","2002-10-15","2002-10-16","2002-10-17","2002-10-18","2002-10-19","2002-10-20","2002-10-21","2002-10-22","2002-10-23","2002-10-24","2002-10-25","2002-10-26","2002-10-27","2002-10-28","2002-10-29","2002-10-30","2002-10-31","2002-11-01","2002-11-02","2002-11-03","2002-11-04","2002-11-05","2002-11-06","2002-11-07","2002-11-08","2002-11-09","2002-11-10","2002-11-11","2002-11-12","2002-11-13","2002-11-14","2002-11-15","2002-11-16","2002-11-17","2002-11-18","2002-11-19","2002-11-20","2002-11-21","2002-11-22","2002-11-23","2002-11-24","2002-11-25","2002-11-26","2002-11-27","2002-11-28","2002-11-29","2002-11-30","2002-12-01","2002-12-02","2002-12-03","2002-12-04","2002-12-05","2002-12-06","2002-12-07","2002-12-08","2002-12-09","2002-12-10","2002-12-11","2002-12-12","2002-12-13","2002-12-14","2002-12-15","2002-12-16","2002-12-17","2002-12-18","2002-12-19","2002-12-20","2002-12-21","2002-12-22","2002-12-23","2002-12-24","2002-12-25","2002-12-26","2002-12-27","2002-12-28","2002-12-29","2002-12-30","2002-12-31"
"Hawaii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Idaho",0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Illinois",6,14,37,22,3,17,26,10,7,5,7,9,17,6,14,99,26,13,20,16,6,13,27,27,6,5,10,10,21,99,326,32,9,16,13,18,19,4,7,4,7,19,12,5,5,14,6,4,6,38,29,12,9,7,5,15,76,16,25,19,175,56,38,32,15,12,27,101,31,7,21,12,23,27,7,2,14,20,15,14,16,3,9,25,23,10,6,11,8,5,18,57,20,47,18,3,8,18,16,12,10,13,9,10,8,21,16,13,38,21,30,13,8,28,15,9,4,8,19,11,9,28,19,9,7,16,23,18,36,16,20,32,27,13,10,18,14,1,2,1,11,6,3,8,3,4,1,6,16,23,32,14,6,75,340,88,33,13,1,12,106,168,15,22,34,23,4,16,14,23,22,37,14,5,21,92,86,94,17,1,5,19,16,9,12,6,3,6,16,27,38,19,19,13,13,23,15,11,17,47,14,4,54,74,29,13,27,35,17,77,23,14,16,16,11,29,23,34,12,11,4,2,1,9,177,36,9,100,28,8,59,14,16,130,35,13,6,13,16,11,18,5,2,7,14,5,16,15,6,9,3,7,11,4,12,10,17,8,5,12,7,53,43,6,5,13,8,9,10,6,2,6,8,9,8,21,96,11,7,12,11,9,4,10,9,11,7,8,13,10,10,8,3,8,12,5,6,10,11,7,8,24,10,11,20,6,2,9,30,16,14,10,6,42,20,15,7,9,11,10,18,17,7,15,22,7,8,11,15,69,16,2,1,1,2,110,49,23,96,26,8,7,16,22,32,19,15,3,5,15,22,51,16,8,4,4,1,5,28,39,7,3,2,13,6
"Indiana",0,4,3,2,0,1,2,0,0,0,0,0,1,0,2,3,2,2,2,1,1,1,2,3,1,0,0,0,0,2,7,2,0,1,0,3,4,1,0,0,0,1,0,0,0,0,1,0,1,2,1,0,1,1,0,1,4,2,3,0,12,3,3,1,0,0,1,8,3,1,1,2,2,4,0,0,1,3,1,1,0,1,0,9,13,0,0,1,3,1,1,5,1,6,0,0,1,1,1,0,0,3,0,1,0,0,2,2,2,0,3,0,0,1,0,1,0,0,0,1,1,1,1,0,0,2,1,4,2,1,1,2,2,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1,5,11,5,0,1,2,0,5,2,3,3,7,1,0,0,2,2,1,3,2,1,0,4,1,10,2,1,0,2,4,3,0,0,0,1,0,3,5,1,1,1,0,4,0,1,1,4,0,1,7,6,1,1,3,0,1,6,2,2,1,2,1,1,0,3,0,2,0,2,0,2,7,3,0,5,4,0,7,2,1,4,4,1,3,2,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,2,1,3,2,0,2,0,3,5,0,0,1,2,2,0,0,0,0,0,0,2,1,4,0,0,1,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,0,0,3,0,0,0,0,7,0,0,0,1,2,0,2,0,0,0,1,2,1,1,1,7,0,0,0,1,0,13,2,2,4,0,0,0,1,2,3,2,1,0,1,3,0,2,2,0,0,0,0,3,1,1,1,0,0,2,0
"Iowa",0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,2,5,0,0,1,0,1,4,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,1,6,1,0,2,0,0,1,1,2,0,2,11,1,2,1,0,1,2,7,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,2,2,3,0,0,2,2,0,1,0,0,0,0,2,0,0,0,2,1,4,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,9,3,0,0,0,0,7,4,1,2,2,2,1,0,0,2,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,5,1,0,2,0,1,0,0,2,2,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0,0,2,4,0,1,6,1,0,3,0,0,5,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,6,1,1,0,1,0,1,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0
"Kansas",0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,13,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
"Kentucky",1,9,4,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,5,1,0,1,0,1,0,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,1,0,2,0,0,0,1,0,1,1,1,1,1,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,1,1,1,0,1,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,2,0,1,5,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,2,0
"Louisiana",0,14,9,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,1,2,0,3,0,0,0,3,0,3,2,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,2,0,0,1,0,0,1,6,0,0,1,1,1,0,1,0,1,3,1,0,0,0,0,1,12,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,0,9,6,1,0,0,0,3,0,1,3,0,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,0,1,1,3,1,5,0,0,0,2,0,1,0,2,0,0,1,1,3,1,0,1,0,2,1,1,0,0,0,0,0,1,2,4,3,4,4,1,3,1,0,2,0,1,1,3,0,0,0,0,1,1,1,0,2,0,0,0,3,2,0,0,0,2,0,3,2,4,5,1,2,2,3,1,0,4,2,0,2,1,6,1,0,0,0,0,0,1,1,1,2,1,0,3,1,4,2,0,0,0,0,3,2,9,0,1,1,1,0,52,23,0,1,0,4,2,10,72,0,1,2,2,1,2,0,0,1,0,0,2,0,1,1,1,0,2,4,1,1,0,1,2,2,4,2,1,0,0,1,0,3,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,1,1,0,3,3,0,0,2,0,1,1,1,1,0,0,1,4,1,3,0,1,0,0,11,0
"Maine",0,3,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,13,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,10,0,0,1,1,0,0,0,0,0,1,0,2,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4,0,1,0,3,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,4,1,0,0,2,2,5,0,0,0,1,1,0,1,0,0,0,0,2,3,0,1,0,1,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,5,0,0,1,8,0,1,0,0,2,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,2,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,8,1,0,5,6,0,0,0,0,1,1,0,0,0,0,0,1,3,6,3,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,10,7,0,0,0,1,4
"Maryland",1,5,6,4,0,2,1,2,2,2,0,0,0,0,0,2,0,0,14,1,0,1,0,0,1,0,1,0,0,4,13,6,0,0,4,5,5,2,0,0,0,2,2,0,0,0,1,2,1,4,0,4,1,1,0,0,4,3,0,1,4,1,1,1,4,1,2,1,1,1,1,1,5,0,0,0,1,2,2,0,0,0,0,0,7,2,0,0,0,2,2,3,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,3,8,2,0,1,0,2,1,0,0,3,1,1,1,13,0,1,1,0,1,1,2,0,1,1,5,0,1,0,2,1,0,0,1,1,0,0,1,0,0,0,0,1,6,0,1,0,5,8,10,1,0,1,2,2,0,1,1,0,1,2,1,1,1,4,0,0,1,2,5,16,2,1,0,0,3,0,1,0,0,0,0,3,1,1,0,1,1,1,0,1,0,3,1,0,2,12,1,0,0,0,1,4,0,1,0,3,6,0,4,1,0,0,0,0,0,0,3,1,2,1,0,0,1,0,0,2,2,0,0,1,1,2,1,0,1,1,0,0,1,1,0,2,0,0,0,1,0,3,2,2,2,5,2,0,1,0,1,0,1,4,1,1,0,0,1,3,0,1,2,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,3,1,0,3,1,1,1,2,0,0,0,2,1,1,2,1,1,1,1,2,0,0,9,3,0,1,2,0,1,1,0,0,0,2,0,3,88,5,0,1,2,3,13,6,2,1,0,2,0,3,0,3,0,0,0,1,18,6,2,1,0,2,5
"Massachusetts",3,11,24,11,1,7,12,4,5,4,0,2,28,1,7,7,5,2,16,8,4,1,6,4,3,2,0,5,5,6,48,31,3,3,4,10,9,3,6,0,3,9,1,2,0,2,0,4,0,4,4,8,0,0,0,2,6,2,2,2,9,8,7,7,6,2,5,9,4,3,7,8,2,1,0,3,5,3,11,2,2,0,1,2,10,3,2,4,1,8,2,6,4,3,0,3,4,4,1,0,5,2,0,2,2,2,3,13,33,0,0,0,1,3,2,5,2,19,5,2,1,30,14,1,4,5,8,6,7,4,2,5,30,8,2,4,9,5,2,0,2,4,0,1,2,4,1,8,1,9,25,2,0,7,14,5,22,11,3,0,6,13,9,7,4,1,3,8,9,8,3,5,3,3,3,9,36,24,6,1,3,4,6,3,4,3,0,1,3,15,3,5,7,1,4,5,8,5,2,28,4,2,9,52,12,4,7,3,2,9,4,1,3,33,6,2,14,8,2,3,3,3,4,2,11,4,3,21,1,3,5,1,2,9,5,0,1,1,6,6,6,2,4,1,2,5,5,4,5,0,1,6,3,2,1,8,1,3,6,4,5,3,6,5,1,4,3,7,1,6,1,1,5,2,4,6,11,1,3,3,5,3,0,4,3,2,5,2,17,4,5,4,1,4,8,4,5,2,4,5,7,5,10,6,4,1,2,9,6,10,6,2,3,2,19,5,1,2,0,1,9,9,4,4,21,8,1,5,2,1,14,0,0,0,2,8,13,10,99,27,3,3,9,2,13,11,4,1,2,3,0,6,3,11,0,2,2,3,81,43,12,1,0,7,7
"Michigan",17,10,16,8,0,2,8,0,1,2,3,5,4,7,4,22,3,3,19,10,4,6,2,7,2,4,2,4,2,33,123,18,4,3,8,12,10,6,2,0,3,6,8,9,9,2,7,2,2,7,6,5,9,3,0,8,61,8,7,11,42,9,14,17,7,6,11,16,15,5,15,14,20,9,2,5,5,11,9,9,7,4,5,10,39,7,1,4,2,4,12,16,7,4,3,3,4,5,5,5,4,1,1,1,7,6,9,11,19,3,3,7,1,6,6,5,3,9,7,4,2,8,14,1,4,8,5,6,16,11,2,13,15,9,10,3,3,1,3,2,4,1,0,0,7,1,0,4,4,9,10,15,1,14,25,37,21,6,2,2,18,22,9,8,12,5,3,12,6,7,6,35,21,5,10,14,23,51,11,3,1,8,5,7,2,4,1,1,4,14,10,8,4,5,3,8,8,6,19,27,3,18,35,36,5,4,13,4,5,30,21,10,2,12,10,13,17,8,5,4,0,5,1,8,17,7,2,9,6,1,15,3,7,15,13,10,12,7,8,5,5,2,4,3,2,3,3,5,4,5,3,4,2,2,7,0,1,4,5,8,4,8,9,4,1,5,9,10,5,6,9,3,2,2,4,5,11,1,1,4,3,1,6,3,3,0,0,6,12,8,4,1,2,8,3,1,0,3,6,1,2,5,4,6,3,3,2,1,11,3,3,1,1,8,14,2,0,4,3,6,4,3,2,0,5,6,0,1,2,7,4,1,2,1,0,59,16,15,46,5,2,1,0,5,7,4,4,3,0,4,1,6,3,5,1,1,0,3,23,15,2,1,0,12,5
"Minnesota",12,2,10,5,2,0,6,2,1,4,0,2,2,3,1,6,3,8,4,7,3,0,4,5,3,7,6,4,6,13,31,10,6,2,3,5,8,1,3,1,2,5,8,6,3,0,0,2,1,4,6,2,5,1,1,5,7,7,3,6,15,5,7,10,1,4,24,34,6,2,4,5,112,17,2,1,3,6,7,7,4,2,0,1,10,3,1,0,1,3,35,15,5,3,7,0,2,3,4,3,3,0,2,1,5,4,2,3,9,5,2,3,1,7,3,3,2,4,6,4,5,4,4,3,2,5,4,35,42,6,1,5,6,1,1,3,4,1,0,0,3,5,2,2,0,3,0,1,1,3,1,4,1,9,18,13,8,9,3,5,14,16,3,7,7,2,4,6,1,0,5,83,23,1,12,15,15,23,9,3,3,6,5,2,4,0,1,5,4,3,23,6,5,1,5,3,4,4,6,13,2,8,17,18,12,4,7,5,5,18,5,6,3,5,5,10,7,12,6,2,2,4,3,5,18,6,3,13,14,2,8,3,3,18,12,7,8,9,12,5,1,7,6,3,1,1,1,5,5,4,1,0,14,2,2,3,1,1,3,4,3,8,4,1,0,1,1,4,4,5,3,2,1,1,4,7,10,4,3,6,4,0,3,3,0,1,4,4,2,2,7,1,0,1,1,4,1,2,4,0,3,5,1,0,5,2,2,2,7,6,4,3,0,4,8,7,4,2,3,4,1,2,2,4,3,11,1,2,1,8,1,1,0,0,2,20,5,10,27,7,3,0,4,3,5,5,2,4,2,0,3,8,2,1,0,1,0,3,9,6,4,0,2,6,2
"Mississippi",0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,4,0
"Missouri",1,7,16,4,0,1,6,1,3,1,2,0,0,5,4,12,2,4,14,6,2,3,7,12,10,1,3,6,15,86,31,8,1,1,6,10,6,4,5,3,4,5,2,1,2,4,1,3,0,6,5,1,1,1,1,10,8,4,1,1,55,9,3,6,4,2,3,11,2,3,4,0,10,4,0,0,1,15,7,5,2,0,0,21,16,2,0,1,0,2,5,7,2,3,1,0,11,5,3,4,1,9,5,1,8,9,2,4,8,9,7,3,2,8,6,2,7,4,4,4,14,7,9,1,5,7,10,7,6,1,3,19,13,2,4,3,7,2,1,2,5,2,0,0,2,1,0,1,2,2,5,2,2,4,16,5,5,2,0,7,20,61,13,10,2,1,3,9,2,1,2,9,2,1,5,12,11,19,2,5,3,7,12,12,10,2,2,0,1,4,39,6,8,12,10,5,2,1,11,5,2,1,12,18,14,5,1,2,3,20,4,2,5,4,2,2,4,5,3,1,2,3,1,5,12,7,0,2,0,3,2,9,2,13,13,3,3,1,2,4,5,1,2,0,1,5,0,7,1,2,3,1,1,2,1,4,3,2,1,4,3,8,5,3,2,3,1,3,3,4,0,0,0,1,6,5,2,1,1,1,0,3,2,3,2,0,3,3,4,5,8,3,2,1,5,2,5,4,5,3,5,3,3,5,4,7,4,2,5,5,3,4,2,4,4,4,4,3,5,4,2,5,2,4,4,1,1,0,3,1,1,0,0,0,1,17,6,17,34,7,1,3,2,9,5,6,7,3,1,0,6,28,4,1,1,1,2,44,23,6,0,0,0,4,2
