"","2002-01-01","2002-01-02","2002-01-03","2002-01-04","2002-01-05","2002-01-06","2002-01-07","2002-01-08","2002-01-09","2002-01-10","2002-01-11","2002-01-12","2002-01-13","2002-01-14","2002-01-15","2002-01-16","2002-01-17","2002-01-18","2002-01-19","2002-01-20","2002-01-21","2002-01-22","2002-01-23","2002-01-24","2002-01-25","2002-01-26","2002-01-27","2002-01-28","2002-01-29","2002-01-30","2002-01-31","2002-02-01","2002-02-02","2002-02-03","2002-02-04","2002-02-05","2002-02-06","2002-02-07","2002-02-08","2002-02-09","2002-02-10","2002-02-11","2002-02-12","2002-02-13","2002-02-14","2002-02-15","2002-02-16","2002-02-17","2002-02-18","2002-02-19","2002-02-20","2002-02-21","2002-02-22","2002-02-23","2002-02-24","2002-02-25","2002-02-26","2002-02-27","2002-02-28","2002-03-01","2002-03-02","2002-03-03","2002-03-04","2002-03-05","2002-03-06","2002-03-07","2002-03-08","2002-03-09","2002-03-10","2002-03-11","2002-03-12","2002-03-13","2002-03-14","2002-03-15","2002-03-16","2002-03-17","2002-03-18","2002-03-19","2002-03-20","2002-03-21","2002-03-22","2002-03-23","2002-03-24","2002-03-25","2002-03-26","2002-03-27","2002-03-28","2002-03-29","2002-03-30","2002-03-31","2002-04-01","2002-04-02","2002-04-03","2002-04-04","2002-04-05","2002-04-06","2002-04-07","2002-04-08","2002-04-09","2002-04-10","2002-04-11","2002-04-12","2002-04-13","2002-04-14","2002-04-15","2002-04-16","2002-04-17","2002-04-18","2002-04-19","2002-04-20","2002-04-21","2002-04-22","2002-04-23","2002-04-24","2002-04-25","2002-04-26","2002-04-27","2002-04-28","2002-04-29","2002-04-30","2002-05-01","2002-05-02","2002-05-03","2002-05-04","2002-05-05","2002-05-06","2002-05-07","2002-05-08","2002-05-09","2002-05-10","2002-05-11","2002-05-12","2002-05-13","2002-05-14","2002-05-15","2002-05-16","2002-05-17","2002-05-18","2002-05-19","2002-05-20","2002-05-21","2002-05-22","2002-05-23","2002-05-24","2002-05-25","2002-05-26","2002-05-27","2002-05-28","2002-05-29","2002-05-30","2002-05-31","2002-06-01","2002-06-02","2002-06-03","2002-06-04","2002-06-05","2002-06-06","2002-06-07","2002-06-08","2002-06-09","2002-06-10","2002-06-11","2002-06-12","2002-06-13","2002-06-14","2002-06-15","2002-06-16","2002-06-17","2002-06-18","2002-06-19","2002-06-20","2002-06-21","2002-06-22","2002-06-23","2002-06-24","2002-06-25","2002-06-26","2002-06-27","2002-06-28","2002-06-29","2002-06-30","2002-07-01","2002-07-02","2002-07-03","2002-07-04","2002-07-05","2002-07-06","2002-07-07","2002-07-08","2002-07-09","2002-07-10","2002-07-11","2002-07-12","2002-07-13","2002-07-14","2002-07-15","2002-07-16","2002-07-17","2002-07-18","2002-07-19","2002-07-20","2002-07-21","2002-07-22","2002-07-23","2002-07-24","2002-07-25","2002-07-26","2002-07-27","2002-07-28","2002-07-29","2002-07-30","2002-07-31","2002-08-01","2002-08-02","2002-08-03","2002-08-04","2002-08-05","2002-08-06","2002-08-07","2002-08-08","2002-08-09","2002-08-10","2002-08-11","2002-08-12","2002-08-13","2002-08-14","2002-08-15","2002-08-16","2002-08-17","2002-08-18","2002-08-19","2002-08-20","2002-08-21","2002-08-22","2002-08-23","2002-08-24","2002-08-25","2002-08-26","2002-08-27","2002-08-28","2002-08-29","2002-08-30","2002-08-31","2002-09-01","2002-09-02","2002-09-03","2002-09-04","2002-09-05","2002-09-06","2002-09-07","2002-09-08","2002-09-09","2002-09-10","2002-09-11","2002-09-12","2002-09-13","2002-09-14","2002-09-15","2002-09-16","2002-09-17","2002-09-18","2002-09-19","2002-09-20","2002-09-21","2002-09-22","2002-09-23","2002-09-24","2002-09-25","2002-09-26","2002-09-27","2002-09-28","2002-09-29","2002-09-30","2002-10-01","2002-10-02","2002-10-03","2002-10-04","2002-10-05","2002-10-06","2002-10-07","2002-10-08","2002-10-09","2002-10-10","2002-10-11","2002-10-12","2002-10-13","2002-10-14","2002-10-15","2002-10-16","2002-10-17","2002-10-18","2002-10-19","2002-10-20","2002-10-21","2002-10-22","2002-10-23","2002-10-24","2002-10-25","2002-10-26","2002-10-27","2002-10-28","2002-10-29","2002-10-30","2002-10-31","2002-11-01","2002-11-02","2002-11-03","2002-11-04","2002-11-05","2002-11-06","2002-11-07","2002-11-08","2002-11-09","2002-11-10","2002-11-11","2002-11-12","2002-11-13","2002-11-14","2002-11-15","2002-11-16","2002-11-17","2002-11-18","2002-11-19","2002-11-20","2002-11-21","2002-11-22","2002-11-23","2002-11-24","2002-11-25","2002-11-26","2002-11-27","2002-11-28","2002-11-29","2002-11-30","2002-12-01","2002-12-02","2002-12-03","2002-12-04","2002-12-05","2002-12-06","2002-12-07","2002-12-08","2002-12-09","2002-12-10","2002-12-11","2002-12-12","2002-12-13","2002-12-14","2002-12-15","2002-12-16","2002-12-17","2002-12-18","2002-12-19","2002-12-20","2002-12-21","2002-12-22","2002-12-23","2002-12-24","2002-12-25","2002-12-26","2002-12-27","2002-12-28","2002-12-29","2002-12-30","2002-12-31"
"Hawaii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Idaho",0,0,3,4,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Illinois",5,11,38,22,1,15,21,6,6,2,5,8,16,6,8,96,31,7,33,7,7,14,23,18,6,3,9,8,19,82,319,26,0,14,8,19,13,5,8,4,5,18,8,3,2,12,5,4,2,39,25,6,7,5,3,9,76,15,25,14,200,43,41,30,12,9,26,97,21,9,16,9,23,27,2,2,11,18,10,13,12,4,7,25,21,7,5,13,7,5,15,59,24,43,11,0,12,14,15,12,10,14,6,6,11,17,14,17,42,12,28,11,7,29,12,3,3,9,9,7,10,29,19,3,8,15,17,14,36,10,18,35,20,14,6,12,12,0,0,1,8,5,2,6,2,3,0,7,13,24,34,4,4,95,339,77,23,8,2,11,160,111,12,18,41,9,5,20,10,21,23,38,6,2,26,93,76,103,7,2,3,19,14,7,9,4,2,6,14,34,35,14,22,10,12,20,15,10,17,53,6,5,77,57,26,9,27,33,14,78,19,13,13,18,6,27,21,38,8,8,4,1,1,20,178,21,9,110,12,8,55,11,14,130,34,6,8,12,13,10,13,7,2,4,12,4,17,14,6,5,3,4,9,2,10,9,15,8,3,9,5,55,39,3,5,8,10,12,2,6,1,2,8,8,7,18,95,6,5,8,12,8,4,6,4,10,7,9,15,4,13,2,1,6,10,4,3,6,14,2,9,23,7,9,20,3,3,8,26,18,8,6,4,42,16,12,6,12,9,10,15,14,4,10,18,8,5,9,15,68,9,0,0,0,0,120,39,31,85,16,8,6,10,21,30,15,14,4,3,12,17,52,9,6,0,4,3,3,46,9,8,0,0,12,4
"Indiana",0,5,2,2,0,2,3,0,1,1,0,1,1,0,3,3,2,2,3,1,1,1,6,3,1,0,1,0,1,2,12,0,2,1,0,4,4,1,0,0,1,1,0,0,1,0,1,1,1,2,2,2,2,0,0,1,5,1,1,0,10,5,3,1,0,0,2,7,4,1,1,2,2,2,2,0,2,3,1,2,0,0,1,7,17,1,0,1,1,2,2,4,3,5,3,1,1,1,1,0,0,2,1,1,0,0,1,2,2,0,3,1,0,1,0,1,1,0,0,1,1,2,1,1,0,2,2,3,4,1,1,2,4,1,2,4,1,1,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,4,10,4,1,1,2,2,6,5,2,2,7,3,0,2,1,2,1,2,3,2,1,4,1,5,5,2,0,2,4,3,0,0,0,1,2,6,4,1,1,0,1,4,1,1,2,2,1,1,6,5,1,1,4,0,1,6,3,2,1,2,0,1,0,3,0,2,0,1,1,0,7,4,1,4,3,1,6,3,0,7,3,2,4,1,4,0,0,0,1,0,1,0,1,0,0,1,2,0,0,1,2,1,3,2,0,2,1,3,5,0,0,3,1,4,0,0,0,0,0,0,2,0,4,0,0,1,1,0,1,0,1,1,0,4,1,0,1,0,0,0,0,0,0,2,0,0,1,3,1,3,2,1,0,2,2,0,0,0,0,6,3,0,0,0,4,0,4,0,0,2,0,1,1,2,2,7,0,0,0,1,0,11,3,4,1,1,0,0,1,2,2,2,1,0,0,3,0,2,4,1,0,0,0,3,3,1,1,0,0,1,2
"Iowa",0,0,1,0,0,2,0,1,0,0,2,0,0,0,1,3,0,0,0,0,0,1,3,4,1,1,0,2,1,3,7,1,1,0,1,2,0,0,0,0,0,0,0,0,0,3,1,0,1,2,5,1,2,0,2,2,1,2,0,1,11,3,3,1,0,1,2,8,3,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,2,2,4,1,0,0,3,0,0,1,0,0,0,1,1,0,1,1,1,5,1,0,2,0,0,1,1,1,0,1,1,2,0,0,0,0,0,3,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,14,3,0,0,0,0,5,10,0,1,1,4,0,0,0,2,1,1,0,0,0,2,3,0,0,0,0,1,0,0,1,0,0,1,1,0,5,1,1,2,0,1,0,0,2,1,1,0,1,0,0,0,2,0,0,1,3,0,0,0,0,2,1,2,1,0,0,0,0,2,5,2,1,4,3,0,3,1,0,3,0,0,0,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,1,1,4,7,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,3,1,0,0,0,0,5,3,1,0,1,0,0,1,0,0,0,5,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,3,1
"Kansas",0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,11,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Kentucky",0,7,5,3,0,2,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,4,2,0,2,0,1,0,3,3,0,1,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,3,0,1,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,2,0,2,2,0,0,1,0,1,1,2,1,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,1,1,1,1,0,1,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,1,1,6,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,1,2,1,1,0,0,0,2,0
"Louisiana",0,11,12,3,0,1,0,0,0,0,0,0,0,1,0,5,0,0,2,0,1,2,1,5,2,0,0,1,0,5,2,1,2,0,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,2,1,0,0,2,1,0,2,6,0,1,3,1,1,0,2,0,1,5,1,0,1,2,0,2,7,3,0,0,0,0,2,2,0,0,0,2,1,1,1,0,2,1,0,8,11,1,1,0,0,3,0,0,3,1,3,1,0,0,0,1,1,0,2,2,1,0,0,0,0,0,1,2,2,1,1,2,0,0,0,3,0,1,1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,1,2,3,2,0,1,1,3,1,6,0,0,0,2,1,1,0,1,1,0,1,1,4,2,0,2,0,3,1,1,2,1,0,0,0,1,2,1,5,4,5,1,2,2,0,1,1,0,2,2,1,0,0,1,0,2,1,1,1,0,0,0,3,3,0,0,1,2,0,1,3,4,5,1,2,2,3,2,0,4,4,1,2,1,3,3,0,0,0,0,0,3,1,1,4,2,0,2,1,4,2,0,2,1,0,2,2,5,2,0,2,1,0,34,60,0,1,0,4,1,2,135,0,1,2,2,1,1,1,0,1,0,0,2,1,1,1,2,0,1,3,0,1,0,0,1,4,5,2,1,0,0,0,1,4,0,1,0,1,0,2,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,2,2,0,1,7,2,1,1,0,2,3,0,2,4,0,2,1,1,0,0,1,0,3,3,2,0,1,0,0,14,1
"Maine",0,2,2,0,1,0,1,0,0,0,0,0,4,0,0,0,0,1,1,0,2,0,1,1,1,0,0,3,0,2,3,14,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,1,2,0,0,9,0,0,0,0,1,0,0,0,0,3,0,2,3,1,0,3,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,3,1,1,0,1,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,1,0,1,1,4,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,2,1,9,1,3,0,0,2,2,2,5,0,1,0,0,1,2,0,0,0,1,1,1,1,1,0,0,2,1,1,3,5,0,0,1,0,1,0,0,0,0,1,2,0,0,1,0,0,1,1,0,0,4,3,0,1,5,2,1,1,0,0,1,0,0,0,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,2,4,1,0,0,0,0,0,1,1,0,2,0,0,0,2,2,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,9,4,0,1,6,5,0,0,0,0,2,0,0,0,1,0,2,2,5,4,0,0,2,0,0,1,0,0,0,0,0,0,2,4,0,2,0,0,4,11,0,0,0,1,1
"Maryland",0,5,8,2,0,2,2,3,2,3,0,0,0,0,2,0,2,0,11,6,2,2,0,1,1,1,0,0,0,5,11,7,1,1,5,6,5,3,0,1,0,2,3,1,0,0,2,1,1,3,0,4,1,1,0,0,4,2,0,1,1,4,1,2,4,1,0,2,1,1,1,5,3,1,0,0,2,2,3,0,1,0,0,0,8,2,0,0,1,1,3,3,1,2,0,1,1,2,1,1,1,0,1,0,0,3,3,6,7,4,0,2,0,2,0,0,0,4,2,3,2,14,1,1,0,1,2,1,3,0,1,1,5,0,2,0,1,2,0,1,1,0,0,0,1,0,1,0,1,2,4,1,1,0,7,6,10,3,0,0,3,2,0,1,1,0,1,2,2,0,1,4,0,0,0,4,5,19,2,1,0,2,2,2,1,0,1,1,0,6,3,1,0,1,0,1,0,1,0,3,1,0,3,14,2,0,0,0,0,4,0,0,0,6,6,1,5,1,0,0,1,1,1,1,4,1,2,1,0,0,1,0,0,2,1,1,0,1,1,2,1,0,2,2,0,0,2,2,2,2,0,1,1,1,0,4,2,3,2,4,2,1,2,2,1,1,2,6,3,0,1,1,4,2,0,1,2,0,0,1,0,1,4,0,1,0,1,0,2,0,0,0,1,0,1,4,0,0,0,0,0,2,3,1,1,3,1,2,2,2,1,0,0,3,1,1,2,2,0,1,2,2,0,0,7,2,0,0,3,1,1,0,2,0,0,2,0,3,116,5,1,1,2,1,20,7,2,1,0,2,0,2,1,3,0,0,0,1,24,6,1,2,0,2,3
"Massachusetts",5,7,23,12,2,4,14,5,3,3,0,0,26,2,8,8,3,1,9,12,7,1,7,6,3,2,0,4,4,6,49,30,2,4,5,9,6,7,2,1,3,12,1,2,0,0,1,1,3,2,3,12,1,0,1,3,5,3,2,3,7,8,8,6,6,3,3,11,4,2,4,7,2,2,0,3,6,5,11,5,3,0,2,2,6,2,2,3,3,5,3,6,2,3,0,2,5,2,1,0,5,1,0,0,4,0,4,8,29,1,1,1,2,3,4,3,4,20,2,1,1,32,11,0,4,4,7,5,4,4,3,5,33,4,2,6,8,6,1,0,1,4,0,0,1,3,0,7,6,5,24,3,0,6,17,7,15,10,4,0,4,16,9,6,6,1,2,10,8,7,4,6,1,5,2,6,37,28,1,1,2,3,6,6,5,3,0,1,4,14,3,8,2,1,4,6,8,3,2,27,5,1,7,57,11,3,6,2,3,6,5,3,2,33,5,2,13,7,3,3,2,5,3,2,11,4,3,22,2,3,2,5,3,7,4,0,1,1,5,6,6,1,3,2,2,6,1,4,3,1,4,7,3,4,0,8,1,4,4,2,5,6,6,4,2,4,2,6,1,5,0,2,3,2,4,5,11,1,1,3,2,3,0,4,2,1,2,2,17,4,6,2,1,4,6,6,4,2,4,2,3,5,7,7,2,2,3,6,3,9,8,2,2,4,13,3,2,1,1,2,8,11,4,5,20,3,2,2,1,2,12,0,0,0,2,3,14,10,98,25,3,0,10,6,12,11,4,0,1,2,0,6,1,11,0,1,1,2,52,73,11,1,0,5,11
"Michigan",18,9,14,9,0,2,8,1,2,3,1,5,5,7,5,21,2,4,22,2,5,5,2,5,3,5,3,3,5,30,130,19,3,3,9,13,6,8,1,0,3,4,7,12,7,2,5,3,2,5,5,4,7,2,0,9,61,10,6,9,35,13,17,14,9,5,10,13,18,6,18,11,18,9,2,5,4,8,10,9,6,4,3,14,33,2,2,3,0,3,13,13,5,6,2,4,4,5,4,4,6,1,1,3,5,7,10,5,17,3,2,8,1,5,6,4,4,7,6,3,1,8,9,0,2,9,6,3,17,10,1,14,13,10,9,1,5,1,3,1,3,1,0,1,6,0,0,5,2,10,14,11,1,14,23,38,16,7,2,2,12,24,7,8,13,5,2,10,3,7,5,36,17,3,9,16,21,54,5,2,2,7,7,4,3,3,1,1,0,14,11,6,6,3,2,11,5,4,26,23,2,19,41,34,2,3,15,4,5,41,13,9,3,8,10,13,14,8,6,3,0,5,1,10,12,10,2,10,3,1,15,7,6,15,10,8,13,4,7,4,3,4,4,2,2,3,0,3,5,3,5,2,3,5,6,1,1,2,4,7,4,11,4,3,0,5,10,7,3,5,10,1,1,4,2,3,9,3,2,4,5,2,5,3,4,0,0,6,11,7,3,0,1,7,2,1,0,3,6,1,0,5,3,3,4,1,2,1,10,3,3,2,0,18,4,4,0,3,6,4,2,5,1,3,5,6,1,4,1,6,3,2,1,1,0,72,7,20,39,5,3,1,1,5,5,3,3,3,0,3,1,5,3,3,2,1,0,2,35,5,3,1,1,22,1
"Minnesota",9,2,12,2,2,0,4,2,1,3,2,1,2,1,3,5,3,6,8,4,1,0,4,7,1,4,7,6,6,14,28,8,2,3,3,6,7,0,4,1,1,5,8,4,2,0,1,0,0,7,6,1,5,1,1,7,6,3,5,2,16,7,5,9,1,5,16,38,5,1,2,5,122,17,0,1,4,5,7,6,4,1,0,3,7,5,1,0,1,3,36,15,2,3,3,1,1,4,4,2,2,0,2,3,5,2,3,5,12,2,2,2,1,5,5,1,2,7,4,4,4,4,5,2,5,2,10,65,15,4,1,2,7,1,2,2,3,1,0,0,4,2,0,2,0,3,0,1,1,2,2,2,1,5,22,12,5,9,4,1,14,16,3,6,5,0,6,3,0,2,3,98,12,1,11,18,14,28,4,5,3,5,3,6,2,0,1,2,3,4,21,5,3,2,6,3,3,4,4,10,2,9,5,26,12,3,8,4,11,8,4,5,2,3,15,4,7,12,4,3,1,5,2,4,16,4,2,15,13,0,6,3,4,17,11,5,6,9,12,3,3,5,6,3,1,0,2,5,3,3,0,0,13,2,1,2,2,2,1,2,2,5,6,1,0,1,2,5,3,4,4,0,3,0,4,5,9,1,2,7,3,0,1,3,1,1,5,2,2,1,6,0,0,1,2,2,1,1,3,1,2,4,3,0,6,0,3,2,8,4,2,3,1,2,9,8,2,3,3,3,1,2,2,5,3,11,1,2,0,10,1,1,0,0,2,17,5,7,25,7,1,0,3,5,4,3,4,0,1,0,2,7,2,0,0,1,0,2,10,1,1,0,1,3,3
"Mississippi",0,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,6,0,0,1,0,0,0,8,4,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,2,1
"Missouri",2,6,16,5,0,4,5,1,0,0,0,0,1,4,2,9,2,4,18,0,1,3,2,16,2,2,3,3,9,102,39,7,1,1,5,11,7,3,0,1,4,4,2,1,2,3,1,2,1,10,3,0,1,0,0,11,6,2,0,3,53,5,2,4,3,3,7,9,2,3,4,1,5,2,0,1,2,12,9,4,1,1,1,10,28,2,0,0,2,3,5,6,0,4,1,0,10,7,2,3,2,6,4,1,6,10,3,2,9,7,6,2,2,11,2,3,7,3,3,4,19,9,9,1,4,8,6,9,5,0,3,16,16,1,3,3,7,0,0,1,6,1,0,0,4,2,0,3,4,2,5,3,2,4,17,11,3,1,1,6,21,67,9,11,3,4,2,9,1,2,2,8,2,2,5,16,12,17,4,4,2,8,17,9,8,2,1,0,2,4,39,7,7,9,10,8,2,2,11,5,3,0,10,18,11,7,3,1,3,14,7,3,5,3,2,3,6,5,4,1,1,4,2,2,14,8,1,2,0,3,6,7,1,13,13,3,4,0,4,4,5,3,2,0,2,4,0,6,2,4,2,1,2,2,1,4,4,0,2,5,4,14,6,3,1,3,1,3,4,2,0,1,0,2,5,3,3,1,1,1,1,3,1,3,2,1,3,2,4,4,7,2,4,0,4,3,3,3,5,3,5,4,2,6,5,9,5,2,3,6,2,5,2,3,5,4,4,3,4,4,2,5,3,3,4,1,1,0,4,1,1,0,0,0,1,16,6,21,30,7,1,2,4,10,7,4,6,5,1,3,15,39,1,0,1,1,2,56,16,6,0,0,0,3,2
