"city","min","mean","max"
"Traverse City",-31,7.16537044617274,266
"Tucson",-53,5.82126186605129,562
"Tulsa",-36,6.96505461632598,365
"Tyler",-33,4.37871777924653,224
"Unalaska",-27,10.7871485943775,265
"Valparaiso",-23,4.43287995269072,532
"Waco",-29,4.67275553828216,185
"Washington",-56,3.49267799767906,692
"West Palm Beach",-64,5.64688415551508,597
"White Plains",-38,7.48204273374754,300
"Wichita",-43,6.28415084388186,351
"Wichita Falls",-26,5.66790254237288,187
"Wilmington",-23,1.35523114355231,250
"Windsor Locks",-62,5.66132422490804,387
"Worcester",-43,12.9940617577197,274
"Wrangell",-41,16.1514242878561,505
"Yakutat",-32,14.7647058823529,412
